Model,Date,Forecast_CY,Forecast_NCY,State,Country,Forecast,cumForecast
OUTLANDER 450,2019-11-18,7,3,TX,US,10,696
OUTLANDER 1000,2019-11-25,5,9,TX,US,14,739
OUTLANDER 850,2019-11-25,3,0,TX,US,3,713
OUTLANDER 450,2019-11-25,2,9,TX,US,11,707
OUTLANDER 1000,2019-12-02,1,10,TX,US,11,750
OUTLANDER 850,2019-12-02,10,15,TX,US,25,738
OUTLANDER 450,2019-12-02,1,13,TX,US,14,721
OUTLANDER 1000,2019-12-09,11,1,TX,US,12,762
OUTLANDER 850,2019-12-09,10,9,TX,US,19,757
OUTLANDER 450,2019-12-09,1,11,TX,US,12,733
OUTLANDER 1000,2019-12-16,10,10,TX,US,20,782
OUTLANDER 850,2019-12-16,1,12,TX,US,13,770
OUTLANDER 450,2019-12-16,1,9,TX,US,10,743
OUTLANDER 1000,2019-12-23,6,10,TX,US,16,798
OUTLANDER 850,2019-12-23,10,2,TX,US,12,782
OUTLANDER 450,2019-12-23,6,10,TX,US,16,759
OUTLANDER 1000,2019-12-30,5,5,TX,US,10,808
OUTLANDER 850,2019-12-30,7,12,TX,US,19,801
OUTLANDER 450,2019-12-30,2,9,TX,US,11,770
OUTLANDER 1000,2020-01-06,14,14,TX,US,28,836
OUTLANDER 850,2020-01-06,10,14,TX,US,24,825
OUTLANDER 450,2020-01-06,3,8,TX,US,11,781
OUTLANDER 1000,2020-01-13,1,12,TX,US,13,849
OUTLANDER 850,2020-01-13,13,4,TX,US,17,842
OUTLANDER 450,2020-01-13,5,12,TX,US,17,798
OUTLANDER 1000,2020-01-20,3,14,TX,US,17,866
OUTLANDER 850,2020-01-20,4,5,TX,US,9,851
OUTLANDER 450,2020-01-20,8,1,TX,US,9,807
OUTLANDER 1000,2020-01-27,14,10,TX,US,24,890
OUTLANDER 850,2020-01-27,3,5,TX,US,8,859
OUTLANDER 450,2020-01-27,3,3,TX,US,6,813
OUTLANDER 1000,2020-02-03,3,0,TX,US,3,893
OUTLANDER 850,2020-02-03,11,9,TX,US,20,879
OUTLANDER 450,2020-02-03,1,12,TX,US,13,826
OUTLANDER 1000,2020-02-10,13,7,TX,US,20,913
OUTLANDER 850,2020-02-10,1,4,TX,US,5,884
OUTLANDER 450,2020-02-10,5,1,TX,US,6,832
OUTLANDER 1000,2020-02-17,2,9,TX,US,11,924
OUTLANDER 850,2020-02-17,7,14,TX,US,21,905
OUTLANDER 450,2020-02-17,4,1,TX,US,5,837
OUTLANDER 1000,2020-02-24,11,3,TX,US,14,938
OUTLANDER 850,2020-02-24,5,3,TX,US,8,913
OUTLANDER 450,2020-02-24,1,7,TX,US,8,845
OUTLANDER 1000,2020-03-02,15,8,TX,US,23,961
OUTLANDER 850,2020-03-02,8,10,TX,US,18,931
OUTLANDER 450,2020-03-02,14,11,TX,US,25,870
OUTLANDER 1000,2020-03-09,11,3,TX,US,14,975
OUTLANDER 850,2020-03-09,11,5,TX,US,16,947
OUTLANDER 450,2020-03-09,14,3,TX,US,17,887
OUTLANDER 1000,2020-03-16,3,2,TX,US,5,980
OUTLANDER 850,2020-03-16,8,8,TX,US,16,963
OUTLANDER 450,2020-03-16,8,6,TX,US,14,901
OUTLANDER 1000,2020-03-23,9,10,TX,US,19,999
OUTLANDER 850,2020-03-23,13,14,TX,US,27,990
OUTLANDER 450,2020-03-23,3,3,TX,US,6,907
OUTLANDER 1000,2020-03-30,14,2,TX,US,16,1015
OUTLANDER 850,2020-03-30,12,13,TX,US,25,1015
OUTLANDER 450,2020-03-30,13,3,TX,US,16,923
OUTLANDER 1000,2020-04-06,2,12,TX,US,14,1029
OUTLANDER 850,2020-04-06,10,7,TX,US,17,1032
OUTLANDER 450,2020-04-06,8,5,TX,US,13,936
OUTLANDER 1000,2020-04-13,8,8,TX,US,16,1045
OUTLANDER 850,2020-04-13,11,2,TX,US,13,1045
OUTLANDER 450,2020-04-13,15,8,TX,US,23,959
OUTLANDER 1000,2020-04-20,9,14,TX,US,23,1068
OUTLANDER 850,2020-04-20,6,5,TX,US,11,1056
OUTLANDER 450,2020-04-20,8,5,TX,US,13,972
OUTLANDER 1000,2020-04-27,14,5,TX,US,19,1087
OUTLANDER 850,2020-04-27,5,8,TX,US,13,1069
OUTLANDER 450,2020-04-27,2,2,TX,US,4,976
OUTLANDER 1000,2020-05-04,1,5,TX,US,6,1093
OUTLANDER 850,2020-05-04,13,4,TX,US,17,1086
OUTLANDER 450,2020-05-04,1,5,TX,US,6,982
OUTLANDER 1000,2020-05-11,8,5,TX,US,13,1106
OUTLANDER 850,2020-05-11,15,3,TX,US,18,1104
OUTLANDER 450,2020-05-11,9,10,TX,US,19,1001
OUTLANDER 1000,2020-05-18,8,5,TX,US,13,1119
OUTLANDER 850,2020-05-18,6,14,TX,US,20,1124
OUTLANDER 450,2020-05-18,1,5,TX,US,6,1007
OUTLANDER 1000,2020-05-25,10,5,TX,US,15,1134
OUTLANDER 850,2020-05-25,11,11,TX,US,22,1146
OUTLANDER 450,2020-05-25,4,13,TX,US,17,1024
OUTLANDER 1000,2020-06-01,2,6,TX,US,8,1142
OUTLANDER 850,2020-06-01,10,7,TX,US,17,1163
OUTLANDER 450,2020-06-01,4,0,TX,US,4,1028
OUTLANDER 1000,2020-06-08,8,3,TX,US,11,1153
OUTLANDER 850,2020-06-08,15,6,TX,US,21,1184
OUTLANDER 450,2020-06-08,8,2,TX,US,10,1038
OUTLANDER 1000,2020-06-15,5,1,TX,US,6,1159
OUTLANDER 850,2020-06-15,15,14,TX,US,29,1213
OUTLANDER 450,2020-06-15,15,6,TX,US,21,1059
OUTLANDER 1000,2020-06-22,14,11,TX,US,25,1184
OUTLANDER 850,2020-06-22,15,14,TX,US,29,1242
OUTLANDER 450,2020-06-22,11,8,TX,US,19,1078
OUTLANDER 1000,2020-06-29,0,14,TX,US,14,1198
OUTLANDER 850,2020-06-29,9,12,TX,US,21,1263
OUTLANDER 450,2020-06-29,4,10,TX,US,14,1092
OUTLANDER 1000,2020-07-06,14,2,TX,US,16,1214
OUTLANDER 850,2020-07-06,5,3,TX,US,8,1271
OUTLANDER 450,2020-07-06,5,15,TX,US,20,1112
OUTLANDER 1000,2020-07-13,7,12,TX,US,19,1233
OUTLANDER 850,2020-07-13,3,13,TX,US,16,1287
OUTLANDER 450,2020-07-13,10,8,TX,US,18,1130
OUTLANDER 1000,2020-07-20,10,11,TX,US,21,1254
OUTLANDER 850,2020-07-20,8,12,TX,US,20,1307
OUTLANDER 450,2020-07-20,11,10,TX,US,21,1151
OUTLANDER 1000,2020-07-27,9,8,TX,US,17,1271
OUTLANDER 850,2020-07-27,0,9,TX,US,9,1316
OUTLANDER 450,2020-07-27,2,4,TX,US,6,1157
OUTLANDER 1000,2020-08-03,8,4,TX,US,12,1283
OUTLANDER 850,2020-08-03,2,4,TX,US,6,1322
OUTLANDER 450,2020-08-03,1,12,TX,US,13,1170
OUTLANDER 1000,2020-08-10,14,2,TX,US,16,1299
OUTLANDER 850,2020-08-10,3,9,TX,US,12,1334
OUTLANDER 450,2020-08-10,13,6,TX,US,19,1189
OUTLANDER 1000,2020-08-17,14,3,TX,US,17,1316
OUTLANDER 850,2020-08-17,3,0,TX,US,3,1337
OUTLANDER 450,2020-08-17,15,1,TX,US,16,1205
OUTLANDER 1000,2020-08-24,14,4,TX,US,18,1334
OUTLANDER 850,2020-08-24,12,4,TX,US,16,1353
OUTLANDER 450,2020-08-24,4,0,TX,US,4,1209
OUTLANDER 1000,2020-08-31,9,0,TX,US,9,1343
OUTLANDER 850,2020-08-31,11,1,TX,US,12,1365
OUTLANDER 450,2020-08-31,5,13,TX,US,18,1227
OUTLANDER 1000,2020-09-07,8,4,TX,US,12,1355
OUTLANDER 850,2020-09-07,4,10,TX,US,14,1379
OUTLANDER 450,2020-09-07,13,11,TX,US,24,1251
OUTLANDER 1000,2020-09-14,11,9,TX,US,20,1375
OUTLANDER 850,2020-09-14,12,4,TX,US,16,1395
OUTLANDER 450,2020-09-14,5,9,TX,US,14,1265
OUTLANDER 1000,2020-09-21,9,12,TX,US,21,1396
OUTLANDER 850,2020-09-21,8,13,TX,US,21,1416
OUTLANDER 450,2020-09-21,12,1,TX,US,13,1278
OUTLANDER 1000,2020-09-28,4,8,TX,US,12,1408
OUTLANDER 850,2020-09-28,11,2,TX,US,13,1429
OUTLANDER 450,2020-09-28,10,9,TX,US,19,1297
OUTLANDER 1000,2020-10-05,11,6,TX,US,17,1425
OUTLANDER 850,2020-10-05,8,9,TX,US,17,1446
OUTLANDER 450,2020-10-05,3,12,TX,US,15,1312
OUTLANDER 1000,2020-10-12,14,12,TX,US,26,1451
OUTLANDER 850,2020-10-12,1,14,TX,US,15,1461
OUTLANDER 450,2020-10-12,12,10,TX,US,22,1334
OUTLANDER 1000,2020-10-19,5,5,TX,US,10,1461
OUTLANDER 850,2020-10-19,14,7,TX,US,21,1482
OUTLANDER 450,2020-10-19,11,4,TX,US,15,1349
OUTLANDER 1000,2020-10-26,11,5,TX,US,16,1477
OUTLANDER 850,2020-10-26,9,15,TX,US,24,1506
OUTLANDER 450,2020-10-26,14,14,TX,US,28,1377
OUTLANDER 1000,2020-11-02,8,1,TX,US,9,1486
OUTLANDER 850,2020-11-02,6,14,TX,US,20,1526
OUTLANDER 450,2020-11-02,9,12,TX,US,21,1398
OUTLANDER 1000,2020-11-09,3,4,TX,US,7,1493
OUTLANDER 850,2020-11-09,4,0,TX,US,4,1530
OUTLANDER 450,2020-11-09,1,7,TX,US,8,1406
OUTLANDER 1000,2020-11-16,8,9,TX,US,17,1510
OUTLANDER 850,2020-11-16,3,3,TX,US,6,1536
OUTLANDER 450,2020-11-16,5,6,TX,US,11,1417
OUTLANDER 1000,2020-11-23,7,11,TX,US,18,1528
OUTLANDER 850,2020-11-23,7,12,TX,US,19,1555
OUTLANDER 450,2020-11-23,4,8,TX,US,12,1429
OUTLANDER 1000,2020-11-30,7,15,TX,US,22,1550
OUTLANDER 850,2020-11-30,6,4,TX,US,10,1565
OUTLANDER 450,2020-11-30,11,3,TX,US,14,1443
OUTLANDER 1000,2020-12-07,2,10,TX,US,12,1562
OUTLANDER 850,2020-12-07,2,14,TX,US,16,1581
OUTLANDER 450,2020-12-07,7,5,TX,US,12,1455
OUTLANDER 1000,2020-12-14,6,0,TX,US,6,1568
OUTLANDER 850,2020-12-14,5,1,TX,US,6,1587
OUTLANDER 450,2020-12-14,13,3,TX,US,16,1471
OUTLANDER 1000,2020-12-21,6,15,TX,US,21,1589
OUTLANDER 850,2020-12-21,12,4,TX,US,16,1603
OUTLANDER 450,2020-12-21,4,0,TX,US,4,1475
OUTLANDER 1000,2020-12-28,3,5,TX,US,8,1597
OUTLANDER 850,2020-12-28,1,11,TX,US,12,1615
OUTLANDER 450,2020-12-28,3,14,TX,US,17,1492
OUTLANDER 1000,2021-01-04,14,9,TX,US,23,1620
OUTLANDER 850,2021-01-04,8,13,TX,US,21,1636
OUTLANDER 450,2021-01-04,7,15,TX,US,22,1514
OUTLANDER 1000,2021-01-11,7,5,TX,US,12,1632
OUTLANDER 850,2021-01-11,11,2,TX,US,13,1649
OUTLANDER 450,2021-01-11,12,7,TX,US,19,1533
OUTLANDER 1000,2021-01-18,11,5,TX,US,16,1648
OUTLANDER 850,2021-01-18,11,12,TX,US,23,1672
OUTLANDER 450,2021-01-18,8,2,TX,US,10,1543
OUTLANDER 1000,2021-01-25,10,13,TX,US,23,1671
OUTLANDER 850,2021-01-25,0,1,TX,US,1,1673
OUTLANDER 450,2021-01-25,14,5,TX,US,19,1562
OUTLANDER 1000,2021-02-01,10,14,TX,US,24,1695
OUTLANDER 850,2021-02-01,1,5,TX,US,6,1679
OUTLANDER 450,2021-02-01,12,5,TX,US,17,1579
OUTLANDER 1000,2021-02-08,2,8,TX,US,10,1705
OUTLANDER 850,2021-02-08,13,7,TX,US,20,1699
OUTLANDER 450,2021-02-08,1,0,TX,US,1,1580
OUTLANDER 1000,2021-02-15,15,8,TX,US,23,1728
OUTLANDER 850,2021-02-15,13,5,TX,US,18,1717
OUTLANDER 450,2021-02-15,9,14,TX,US,23,1603
OUTLANDER 1000,2021-02-22,11,2,TX,US,13,1741
OUTLANDER 850,2021-02-22,6,6,TX,US,12,1729
OUTLANDER 450,2021-02-22,7,13,TX,US,20,1623
OUTLANDER 1000,2021-03-01,1,8,TX,US,9,1750
OUTLANDER 850,2021-03-01,8,7,TX,US,15,1744
OUTLANDER 450,2021-03-01,13,10,TX,US,23,1646
OUTLANDER 1000,2021-03-08,0,4,TX,US,4,1754
OUTLANDER 850,2021-03-08,0,8,TX,US,8,1752
OUTLANDER 450,2021-03-08,4,5,TX,US,9,1655
OUTLANDER 1000,2021-03-15,12,11,TX,US,23,1777
OUTLANDER 850,2021-03-15,7,14,TX,US,21,1773
OUTLANDER 450,2021-03-15,8,7,TX,US,15,1670
OUTLANDER 1000,2021-03-22,9,3,TX,US,12,1789
OUTLANDER 850,2021-03-22,9,7,TX,US,16,1789
OUTLANDER 450,2021-03-22,7,3,TX,US,10,1680
OUTLANDER 1000,2021-03-29,8,12,TX,US,20,1809
OUTLANDER 850,2021-03-29,4,4,TX,US,8,1797
OUTLANDER 450,2021-03-29,13,4,TX,US,17,1697
OUTLANDER 1000,2021-04-05,12,11,TX,US,23,1832
OUTLANDER 850,2021-04-05,9,9,TX,US,18,1815
OUTLANDER 450,2021-04-05,10,13,TX,US,23,1720
OUTLANDER 1000,2021-04-12,12,9,TX,US,21,1853
OUTLANDER 850,2021-04-12,7,5,TX,US,12,1827
OUTLANDER 450,2021-04-12,9,10,TX,US,19,1739
OUTLANDER 1000,2021-04-19,13,12,TX,US,25,1878
OUTLANDER 850,2021-04-19,3,13,TX,US,16,1843
OUTLANDER 450,2021-04-19,2,3,TX,US,5,1744
OUTLANDER 1000,2021-04-26,15,1,TX,US,16,1894
OUTLANDER 850,2021-04-26,15,6,TX,US,21,1864
OUTLANDER 450,2021-04-26,11,5,TX,US,16,1760
OUTLANDER 1000,2021-05-03,9,9,TX,US,18,1912
OUTLANDER 850,2021-05-03,11,1,TX,US,12,1876
OUTLANDER 450,2021-05-03,12,10,TX,US,22,1782
OUTLANDER 1000,2021-05-10,12,9,TX,US,21,1933
OUTLANDER 850,2021-05-10,0,9,TX,US,9,1885
OUTLANDER 450,2021-05-10,8,5,TX,US,13,1795
OUTLANDER 1000,2021-05-17,10,13,TX,US,23,1956
OUTLANDER 850,2021-05-17,4,8,TX,US,12,1897
OUTLANDER 450,2021-05-17,1,12,TX,US,13,1808
OUTLANDER 1000,2021-05-24,11,5,TX,US,16,1972
OUTLANDER 850,2021-05-24,6,13,TX,US,19,1916
OUTLANDER 450,2021-05-24,11,14,TX,US,25,1833
OUTLANDER 1000,2021-05-31,14,12,TX,US,26,1998
OUTLANDER 850,2021-05-31,6,5,TX,US,11,1927
OUTLANDER 450,2021-05-31,13,13,TX,US,26,1859
OUTLANDER 1000,2021-06-07,15,2,TX,US,17,2015
OUTLANDER 850,2021-06-07,2,14,TX,US,16,1943
OUTLANDER 450,2021-06-07,12,2,TX,US,14,1873
OUTLANDER 1000,2021-06-14,6,2,TX,US,8,2023
OUTLANDER 850,2021-06-14,14,6,TX,US,20,1963
OUTLANDER 450,2021-06-14,1,3,TX,US,4,1877
OUTLANDER 1000,2021-06-21,1,8,TX,US,9,2032
OUTLANDER 850,2021-06-21,11,0,TX,US,11,1974
OUTLANDER 450,2021-06-21,11,7,TX,US,18,1895
OUTLANDER 1000,2021-06-28,6,5,TX,US,11,2043
OUTLANDER 850,2021-06-28,10,0,TX,US,10,1984
OUTLANDER 450,2021-06-28,6,5,TX,US,11,1906
OUTLANDER 1000,2021-07-05,8,12,TX,US,20,2063
OUTLANDER 850,2021-07-05,4,12,TX,US,16,2000
OUTLANDER 450,2021-07-05,8,14,TX,US,22,1928
OUTLANDER 1000,2021-07-12,7,7,TX,US,14,2077
OUTLANDER 850,2021-07-12,11,14,TX,US,25,2025
OUTLANDER 450,2021-07-12,14,6,TX,US,20,1948
OUTLANDER 1000,2021-07-19,3,8,TX,US,11,2088
OUTLANDER 850,2021-07-19,14,6,TX,US,20,2045
OUTLANDER 450,2021-07-19,1,10,TX,US,11,1959
OUTLANDER 1000,2021-07-26,11,12,TX,US,23,2111
OUTLANDER 850,2021-07-26,6,8,TX,US,14,2059
OUTLANDER 450,2021-07-26,7,1,TX,US,8,1967
OUTLANDER 1000,2021-08-02,15,14,TX,US,29,2140
OUTLANDER 850,2021-08-02,13,6,TX,US,19,2078
OUTLANDER 450,2021-08-02,1,10,TX,US,11,1978
OUTLANDER 1000,2021-08-09,14,1,TX,US,15,2155
OUTLANDER 850,2021-08-09,5,1,TX,US,6,2084
OUTLANDER 450,2021-08-09,12,8,TX,US,20,1998
OUTLANDER 1000,2021-08-16,5,14,TX,US,19,2174
OUTLANDER 850,2021-08-16,9,8,TX,US,17,2101
OUTLANDER 450,2021-08-16,13,1,TX,US,14,2012
OUTLANDER 1000,2021-08-23,14,13,TX,US,27,2201
OUTLANDER 850,2021-08-23,2,8,TX,US,10,2111
OUTLANDER 450,2021-08-23,11,4,TX,US,15,2027
OUTLANDER 1000,2021-08-30,2,7,TX,US,9,2210
OUTLANDER 850,2021-08-30,13,6,TX,US,19,2130
OUTLANDER 450,2021-08-30,7,4,TX,US,11,2038
OUTLANDER 1000,2021-09-06,14,13,TX,US,27,2237
OUTLANDER 850,2021-09-06,8,12,TX,US,20,2150
OUTLANDER 450,2021-09-06,10,3,TX,US,13,2051
OUTLANDER 1000,2021-09-13,15,0,TX,US,15,2252
OUTLANDER 850,2021-09-13,5,14,TX,US,19,2169
OUTLANDER 450,2021-09-13,4,7,TX,US,11,2062
OUTLANDER 1000,2021-09-20,8,8,TX,US,16,2268
OUTLANDER 850,2021-09-20,3,13,TX,US,16,2185
OUTLANDER 450,2021-09-20,4,1,TX,US,5,2067
OUTLANDER 1000,2021-09-27,9,4,TX,US,13,2281
OUTLANDER 850,2021-09-27,14,7,TX,US,21,2206
OUTLANDER 450,2021-09-27,0,9,TX,US,9,2076
OUTLANDER 1000,2021-10-04,9,5,TX,US,14,2295
OUTLANDER 850,2021-10-04,11,5,TX,US,16,2222
OUTLANDER 450,2021-10-04,2,9,TX,US,11,2087
OUTLANDER 1000,2021-10-11,12,14,TX,US,26,2321
OUTLANDER 850,2021-10-11,1,1,TX,US,2,2224
OUTLANDER 450,2021-10-11,4,9,TX,US,13,2100
OUTLANDER 1000,2021-10-18,8,13,TX,US,21,2342
OUTLANDER 850,2021-10-18,5,10,TX,US,15,2239
OUTLANDER 450,2021-10-18,11,10,TX,US,21,2121
OUTLANDER 1000,2021-10-25,0,14,TX,US,14,2356
OUTLANDER 850,2021-10-25,15,1,TX,US,16,2255
OUTLANDER 450,2021-10-25,3,13,TX,US,16,2137
OUTLANDER 1000,2021-11-01,10,4,TX,US,14,2370
OUTLANDER 850,2021-11-01,14,12,TX,US,26,2281
OUTLANDER 450,2021-11-01,14,12,TX,US,26,2163
OUTLANDER 1000,2021-11-08,13,3,TX,US,16,2386
OUTLANDER 850,2021-11-08,8,8,TX,US,16,2297
OUTLANDER 450,2021-11-08,6,6,TX,US,12,2175
OUTLANDER 1000,2021-11-15,7,6,TX,US,13,2399
OUTLANDER 850,2021-11-15,14,1,TX,US,15,2312
OUTLANDER 450,2021-11-15,2,14,TX,US,16,2191
OUTLANDER 1000,2021-11-22,3,9,TX,US,12,2411
OUTLANDER 850,2021-11-22,2,8,TX,US,10,2322
OUTLANDER 450,2021-11-22,3,15,TX,US,18,2209
OUTLANDER 1000,2021-11-29,12,9,TX,US,21,2432
OUTLANDER 850,2021-11-29,14,0,TX,US,14,2336
OUTLANDER 450,2021-11-29,7,11,TX,US,18,2227
OUTLANDER 1000,2021-12-06,13,2,TX,US,15,2447
OUTLANDER 850,2021-12-06,14,3,TX,US,17,2353
OUTLANDER 450,2021-12-06,6,8,TX,US,14,2241
OUTLANDER 1000,2021-12-13,10,8,TX,US,18,2465
OUTLANDER 850,2021-12-13,11,10,TX,US,21,2374
OUTLANDER 450,2021-12-13,8,0,TX,US,8,2249
OUTLANDER 1000,2021-12-20,2,3,TX,US,5,2470
OUTLANDER 850,2021-12-20,2,14,TX,US,16,2390
OUTLANDER 450,2021-12-20,4,6,TX,US,10,2259
OUTLANDER 1000,2021-12-27,9,10,TX,US,19,2489
OUTLANDER 850,2021-12-27,1,12,TX,US,13,2403
OUTLANDER 450,2021-12-27,2,2,TX,US,4,2263
OUTLANDER 1000,2019-01-07,10,0,UT,US,10,10
OUTLANDER 850,2019-01-07,4,6,UT,US,10,10
OUTLANDER 450,2019-01-07,8,3,UT,US,11,11
OUTLANDER 1000,2019-01-14,7,5,UT,US,12,22
OUTLANDER 850,2019-01-14,4,12,UT,US,16,26
OUTLANDER 450,2019-01-14,10,3,UT,US,13,24
OUTLANDER 1000,2019-01-21,5,11,UT,US,16,38
OUTLANDER 850,2019-01-21,1,10,UT,US,11,37
OUTLANDER 450,2019-01-21,3,0,UT,US,3,27
OUTLANDER 1000,2019-01-28,1,5,UT,US,6,44
OUTLANDER 850,2019-01-28,9,7,UT,US,16,53
OUTLANDER 450,2019-01-28,13,4,UT,US,17,44
OUTLANDER 1000,2019-02-04,1,2,UT,US,3,47
OUTLANDER 850,2019-02-04,13,8,UT,US,21,74
OUTLANDER 450,2019-02-04,5,1,UT,US,6,50
OUTLANDER 1000,2019-02-11,12,1,UT,US,13,60
OUTLANDER 850,2019-02-11,9,4,UT,US,13,87
OUTLANDER 450,2019-02-11,2,8,UT,US,10,60
OUTLANDER 1000,2019-02-18,10,7,UT,US,17,77
OUTLANDER 850,2019-02-18,11,11,UT,US,22,109
OUTLANDER 450,2019-02-18,9,10,UT,US,19,79
OUTLANDER 1000,2019-02-25,6,3,UT,US,9,86
OUTLANDER 850,2019-02-25,8,1,UT,US,9,118
OUTLANDER 450,2019-02-25,10,1,UT,US,11,90
OUTLANDER 1000,2019-03-04,8,15,UT,US,23,109
OUTLANDER 850,2019-03-04,9,7,UT,US,16,134
OUTLANDER 450,2019-03-04,11,5,UT,US,16,106
OUTLANDER 1000,2019-03-11,7,9,UT,US,16,125
OUTLANDER 850,2019-03-11,8,8,UT,US,16,150
OUTLANDER 450,2019-03-11,7,1,UT,US,8,114
OUTLANDER 1000,2019-03-18,14,1,UT,US,15,140
OUTLANDER 850,2019-03-18,9,14,UT,US,23,173
OUTLANDER 450,2019-03-18,8,9,UT,US,17,131
OUTLANDER 1000,2019-03-25,5,9,UT,US,14,154
OUTLANDER 850,2019-03-25,5,2,UT,US,7,180
OUTLANDER 450,2019-03-25,4,11,UT,US,15,146
OUTLANDER 1000,2019-04-01,5,1,UT,US,6,160
OUTLANDER 850,2019-04-01,10,4,UT,US,14,194
OUTLANDER 450,2019-04-01,6,3,UT,US,9,155
OUTLANDER 1000,2019-04-08,12,4,UT,US,16,176
OUTLANDER 850,2019-04-08,3,5,UT,US,8,202
OUTLANDER 450,2019-04-08,12,15,UT,US,27,182
OUTLANDER 1000,2019-04-15,1,13,UT,US,14,190
OUTLANDER 850,2019-04-15,14,15,UT,US,29,231
OUTLANDER 450,2019-04-15,12,4,UT,US,16,198
OUTLANDER 1000,2019-04-22,9,8,UT,US,17,207
OUTLANDER 850,2019-04-22,11,11,UT,US,22,253
OUTLANDER 450,2019-04-22,2,14,UT,US,16,214
OUTLANDER 1000,2019-04-29,3,4,UT,US,7,214
OUTLANDER 850,2019-04-29,14,8,UT,US,22,275
OUTLANDER 450,2019-04-29,10,10,UT,US,20,234
OUTLANDER 1000,2019-05-06,4,2,UT,US,6,220
OUTLANDER 850,2019-05-06,1,12,UT,US,13,288
OUTLANDER 450,2019-05-06,12,10,UT,US,22,256
OUTLANDER 1000,2019-05-13,10,12,UT,US,22,242
OUTLANDER 850,2019-05-13,2,2,UT,US,4,292
OUTLANDER 450,2019-05-13,5,14,UT,US,19,275
OUTLANDER 1000,2019-05-20,4,2,UT,US,6,248
OUTLANDER 850,2019-05-20,8,5,UT,US,13,305
OUTLANDER 450,2019-05-20,2,0,UT,US,2,277
OUTLANDER 1000,2019-05-27,13,14,UT,US,27,275
OUTLANDER 850,2019-05-27,14,6,UT,US,20,325
OUTLANDER 450,2019-05-27,6,10,UT,US,16,293
OUTLANDER 1000,2019-06-03,4,6,UT,US,10,285
OUTLANDER 850,2019-06-03,11,6,UT,US,17,342
OUTLANDER 450,2019-06-03,2,12,UT,US,14,307
OUTLANDER 1000,2019-06-10,11,1,UT,US,12,297
OUTLANDER 850,2019-06-10,9,6,UT,US,15,357
OUTLANDER 450,2019-06-10,5,5,UT,US,10,317
OUTLANDER 1000,2019-06-17,6,15,UT,US,21,318
OUTLANDER 850,2019-06-17,7,4,UT,US,11,368
OUTLANDER 450,2019-06-17,11,12,UT,US,23,340
OUTLANDER 1000,2019-06-24,12,8,UT,US,20,338
OUTLANDER 850,2019-06-24,13,1,UT,US,14,382
OUTLANDER 450,2019-06-24,3,13,UT,US,16,356
OUTLANDER 1000,2019-07-01,11,11,UT,US,22,360
OUTLANDER 850,2019-07-01,2,2,UT,US,4,386
OUTLANDER 450,2019-07-01,5,1,UT,US,6,362
OUTLANDER 1000,2019-07-08,7,9,UT,US,16,376
OUTLANDER 850,2019-07-08,4,9,UT,US,13,399
OUTLANDER 450,2019-07-08,14,5,UT,US,19,381
OUTLANDER 1000,2019-07-15,9,6,UT,US,15,391
OUTLANDER 850,2019-07-15,13,11,UT,US,24,423
OUTLANDER 450,2019-07-15,7,12,UT,US,19,400
OUTLANDER 1000,2019-07-22,3,6,UT,US,9,400
OUTLANDER 850,2019-07-22,12,12,UT,US,24,447
OUTLANDER 450,2019-07-22,14,11,UT,US,25,425
OUTLANDER 1000,2019-07-29,5,14,UT,US,19,419
OUTLANDER 850,2019-07-29,7,1,UT,US,8,455
OUTLANDER 450,2019-07-29,7,12,UT,US,19,444
OUTLANDER 1000,2019-08-05,3,12,UT,US,15,434
OUTLANDER 850,2019-08-05,14,11,UT,US,25,480
OUTLANDER 450,2019-08-05,5,13,UT,US,18,462
OUTLANDER 1000,2019-08-12,3,15,UT,US,18,452
OUTLANDER 850,2019-08-12,10,15,UT,US,25,505
OUTLANDER 450,2019-08-12,14,9,UT,US,23,485
OUTLANDER 1000,2019-08-19,12,15,UT,US,27,479
OUTLANDER 850,2019-08-19,4,7,UT,US,11,516
OUTLANDER 450,2019-08-19,14,4,UT,US,18,503
OUTLANDER 1000,2019-08-26,11,15,UT,US,26,505
OUTLANDER 850,2019-08-26,11,9,UT,US,20,536
OUTLANDER 450,2019-08-26,13,7,UT,US,20,523
OUTLANDER 1000,2019-09-02,15,1,UT,US,16,521
OUTLANDER 850,2019-09-02,10,9,UT,US,19,555
OUTLANDER 450,2019-09-02,10,14,UT,US,24,547
OUTLANDER 1000,2019-09-09,9,6,UT,US,15,536
OUTLANDER 850,2019-09-09,3,6,UT,US,9,564
OUTLANDER 450,2019-09-09,6,3,UT,US,9,556
OUTLANDER 1000,2019-09-16,3,7,UT,US,10,546
OUTLANDER 850,2019-09-16,6,5,UT,US,11,575
OUTLANDER 450,2019-09-16,0,11,UT,US,11,567
OUTLANDER 1000,2019-09-23,12,14,UT,US,26,572
OUTLANDER 850,2019-09-23,1,6,UT,US,7,582
OUTLANDER 450,2019-09-23,8,6,UT,US,14,581
OUTLANDER 1000,2019-09-30,11,2,UT,US,13,585
OUTLANDER 850,2019-09-30,0,13,UT,US,13,595
OUTLANDER 450,2019-09-30,4,12,UT,US,16,597
OUTLANDER 1000,2019-10-07,14,12,UT,US,26,611
OUTLANDER 850,2019-10-07,8,14,UT,US,22,617
OUTLANDER 450,2019-10-07,3,10,UT,US,13,610
